Vmag,Plx,e_Plx,B-V,SpType
7.56,5.48,1.03,1.14,K1III
9.32,10.07,1.54,0.627,G0
8.24,6.46,1.04,0.375,F0
7.87,19.35,0.69,0.552,F6V
8.5,19.39,1.62,0.714,G6V
7.66,10.16,0.65,0.337,F2
5.89,5.6,0.73,-0.098,B7V
8.43,4.55,0.9,1.016,K0III
8.15,8.32,0.96,0.519,F8
9.14,10.8,1.19,0.612,G1V
7.52,11.82,0.92,0.961,K1IV
7.0,9.2,1.02,0.563,F5
6.73,5.12,0.75,0.817,G5
5.38,8.26,0.81,1.343,K3III
5.5,10.65,0.51,-0.046,B9V
8.73,11.33,0.79,0.627,G2V
9.14,17.37,1.26,0.725,K0
5.79,5.05,0.87,1.595,K5III
10.98,12.88,2.37,1.013,K3V
6.78,6.42,0.9,0.311,F0IV
8.79,6.09,1.16,1.231,M
7.65,7.8,0.88,0.924,G5
9.58,5.76,0.89,0.546,F7V
8.17,9.04,1.01,0.523,F7V
7.14,9.31,0.82,0.506,F6V
8.38,12.68,1.21,0.536,F7V
6.9,14.0,1.32,0.478,F5
8.41,10.14,0.86,0.819,G8V
8.79,13.2,0.99,0.537,G0
7.91,31.49,1.51,0.815,G5
7.2,7.87,0.91,0.271,A3
9.31,11.58,1.4,0.667,G3V
8.99,10.03,1.16,0.647,G2IV
6.92,12.42,0.93,1.036,K0
9.34,9.51,1.28,0.526,G0V
5.16,20.42,0.73,0.442,F5III
10.06,18.33,1.49,0.96,K3
7.37,9.71,0.8,0.238,A0
7.36,12.6,0.96,0.529,F8
10.41,55.68,2.02,1.475,M0
7.73,14.99,0.95,0.419,F5
5.96,4.68,0.53,1.397,K3III
5.18,10.5,0.87,1.006,K0III
8.56,10.65,1.11,0.532,F7V
7.36,7.25,0.62,0.006,A0V
6.86,7.15,0.75,1.094,K0
8.9,6.44,1.15,0.364,F5
8.64,8.57,1.23,0.476,F5V
12.21,50.1,3.98,1.537,M6
8.1,10.13,0.96,0.459,A5
9.71,19.82,2.27,1.036,K3V
8.9,5.29,0.84,0.39,F2
6.55,5.97,0.63,0.981,K0
5.61,4.21,0.84,1.58,M5
8.44,7.04,1.3,0.533,F7V
8.99,8.91,1.34,0.495,F5V
7.4,13.41,1.5,0.631,G1V
8.74,5.59,0.91,0.19,A2
11.16,54.91,2.19,1.485,M2V
7.57,16.04,0.88,0.48,F5
9.31,13.63,1.25,0.733,G8IV
9.42,18.0,1.45,0.704,G5
8.93,16.39,1.48,0.677,G5V
7.78,4.99,0.72,0.372,A5
8.38,5.52,1.07,0.318,A9III
9.59,8.53,1.43,0.515,F6V
8.78,10.08,1.22,0.447,F2V
8.42,7.13,1.06,0.425,F2V
7.11,6.57,0.76,0.146,A2
8.88,6.88,1.18,0.455,F5V
7.5,9.4,0.88,0.979,G5
6.68,11.29,0.78,1.102,K2III
8.3,44.57,7.12,0.888,K1V
11.21,20.26,2.65,1.47,M1V
6.25,5.98,0.95,1.225,K3III
8.59,11.29,0.95,0.535,F5
11.19,14.45,1.97,1.28,M0
9.4,6.47,1.17,0.666,G2V
9.1,8.39,1.01,0.471,F5V
7.3,7.4,0.75,0.035,A0V
8.59,22.53,0.91,0.769,G8V
9.09,10.8,1.22,0.696,G0
9.69,10.08,1.57,0.624,G3
8.19,12.19,1.07,0.441,F8
9.52,9.93,1.78,0.727,G6V
6.75,13.13,0.73,0.371,F2IV
9.37,8.54,1.23,0.496,F5V
6.95,7.45,0.89,0.212,A3
8.34,5.97,1.0,0.973,K0III
6.39,49.05,0.91,0.659,G3V
9.83,22.93,1.42,0.848,K0
7.49,7.2,0.99,1.227,K0
7.57,24.68,0.9,0.639,F8
7.88,21.66,1.22,0.579,F8
8.57,12.25,1.16,0.529,F5
8.4,8.35,1.0,0.317,F0
6.55,5.13,0.83,-0.06,B9IV
8.35,6.55,1.18,0.478,F3V
8.74,44.97,1.15,1.075,K3
9.91,16.99,1.53,0.914,K0
11.87,47.4,2.63,1.516,M
8.98,9.72,1.25,0.524,G0
9.05,6.86,1.28,0.658,G0
7.11,5.1,0.96,0.993,K0III
7.65,5.71,0.92,1.212,K0
8.11,4.94,0.91,0.144,A2
11.31,50.71,2.72,1.462,K
8.04,7.19,1.02,0.496,F8
8.11,7.75,1.08,0.493,F5
10.01,11.83,1.64,0.582,G0
8.68,22.65,1.16,0.709,G5
7.59,10.02,1.06,0.85,G8IV
8.7,8.45,1.29,0.478,F0
8.88,10.23,1.18,0.633,F8
8.48,12.47,1.3,0.58,G
9.02,5.98,1.06,0.555,F7V
8.25,9.39,1.19,0.541,G
6.57,18.64,0.69,0.38,F2
8.72,19.26,1.23,0.73,G6V
9.69,17.09,1.37,0.88,K1
9.32,7.11,1.38,0.41,F2V
7.42,15.9,0.97,0.51,F6V
7.35,8.14,1.17,0.134,A0
8.73,5.7,1.07,0.424,A2
6.66,6.86,0.77,0.413,F2
9.06,11.76,1.09,0.586,G2V
11.33,21.59,2.22,1.39,M1
7.59,9.46,0.78,0.407,F2V
8.3,14.6,0.75,0.619,G0V
8.09,6.46,1.02,0.312,A3
7.52,11.01,0.83,0.485,F5
8.44,13.28,0.75,0.652,F5
7.78,8.52,1.17,0.649,G0
8.12,6.35,1.02,0.136,A1V
9.0,11.13,1.13,0.656,G2
9.18,5.3,0.97,0.581,G
9.56,20.81,1.49,0.904,K2V
7.92,55.53,1.08,0.94,K2V
8.81,14.84,0.83,0.708,G3IV
6.08,6.03,0.79,1.216,K1III
8.26,6.3,1.03,0.436,F0
9.32,7.66,1.38,0.546,F7V
8.49,5.07,0.91,0.182,A3
6.48,6.09,0.84,1.161,K0
8.13,4.86,0.88,0.453,F5
9.13,8.85,1.37,0.606,G0V
6.76,5.96,0.78,-0.058,B9
9.63,7.15,1.06,0.594,F7V
7.27,36.15,0.8,0.681,G8IV
6.81,28.91,0.73,0.596,G3IV
9.43,7.79,1.32,0.293,F0IV
5.38,4.27,0.54,0.008,B9III
8.46,7.55,1.08,0.438,F3V
8.08,5.31,0.94,0.43,F3V
10.24,9.13,1.51,0.768,G0
8.82,6.44,1.24,0.374,F0V
7.63,10.47,0.85,0.843,G8V
8.14,8.12,0.82,0.433,F3V
7.57,20.45,1.08,0.616,G2V
8.68,12.98,1.1,0.564,G0V
9.61,23.77,1.31,1.06,K2
8.27,7.33,0.98,0.153,A0
8.34,9.0,1.04,0.46,F5
5.72,6.17,0.71,-0.056,B9IV
8.6,6.59,0.85,0.548,F6V
8.79,9.83,1.18,0.611,G1V
7.52,23.69,1.08,0.629,F8
7.89,15.77,0.82,0.538,F5
9.77,8.41,1.6,0.73,G3
9.82,10.87,1.44,0.74,G5
6.91,8.37,0.73,0.95,G8IV
8.81,11.27,1.96,0.637,G0
5.77,5.5,1.03,0.855,G5III
7.73,5.21,1.01,1.158,K0
8.85,10.52,1.12,0.52,F7V
8.89,8.17,1.2,0.647,G3V
8.12,9.45,1.05,0.437,F5
7.7,9.52,1.07,0.559,F5V
7.58,5.31,0.82,1.037,K0III
2.82,133.78,0.51,0.618,G2IV
8.0,7.81,0.91,0.253,A2
9.46,7.59,1.45,0.5,F5V
7.64,5.93,0.95,0.056,A0
8.37,13.82,2.56,0.402,F0
6.88,6.89,0.91,1.293,K2III
9.21,8.14,1.33,0.644,G0
9.25,17.45,1.56,0.838,K0
8.66,9.11,1.23,0.397,F2
8.78,11.94,1.56,0.556,F5
8.9,10.19,1.29,0.675,G5V
7.5,6.11,0.88,0.929,K0
7.53,5.46,0.82,0.14,A3
8.41,9.76,1.04,0.81,G5
8.74,10.58,1.17,0.524,F6
8.25,16.21,1.02,0.583,F8
8.08,9.08,0.88,0.51,F5
9.68,9.53,1.39,0.502,F6V
9.25,7.58,1.17,0.3,A3II
3.93,42.51,0.69,0.175,A7V
7.11,8.54,0.77,0.997,K0III
9.39,6.77,1.23,0.9,K0IV
7.57,5.83,1.0,1.28,K2
2.4,42.14,0.78,1.083,K0III
8.32,5.26,1.03,1.089,K2
7.87,11.7,1.03,0.406,F5
9.08,8.85,1.12,0.526,F7V
8.58,11.7,1.19,0.463,F3V
6.16,6.71,1.23,0.893,G8III
6.58,3.84,0.75,0.021,B9V
10.05,22.32,1.59,1.0,K0
6.98,4.97,0.6,1.378,K4III
8.75,14.9,1.07,0.576,G2
8.1,11.96,0.72,0.501,F6V
9.11,7.33,1.09,0.461,F5V
8.03,9.53,1.19,0.515,K0III
7.96,8.76,1.15,0.391,F0
10.52,61.39,1.51,1.459,M0
8.6,11.44,1.19,0.446,F5
9.66,17.16,1.47,0.703,G5
8.69,6.62,1.06,0.605,F8
8.92,14.38,1.05,0.643,G5
6.66,12.51,0.84,0.487,F7IV
9.5,18.1,1.47,0.931,K1V
7.05,7.26,0.86,1.119,K0
9.37,10.41,1.37,0.587,F7
6.53,6.35,0.52,-0.083,B9
8.09,18.36,2.75,0.73,G5
7.49,4.88,0.92,1.19,K3III
9.55,9.22,1.45,0.611,G5
8.68,9.94,1.28,0.528,F6V
5.99,4.86,0.97,1.022,K0III
7.89,9.77,1.1,0.47,F2
7.01,6.83,0.98,0.967,G8
7.56,16.49,1.14,0.585,F8
9.39,7.34,1.28,0.53,F6V
7.73,13.47,0.89,0.401,F2V
6.44,7.7,0.71,0.23,A5
6.78,8.63,0.84,0.261,A9V
8.7,6.14,1.05,0.362,A9V
8.51,9.83,0.83,0.504,F8IV
7.2,13.54,1.1,0.498,F5
9.02,21.72,1.37,0.745,G6V
7.78,10.86,0.91,0.453,F5
8.93,6.56,1.29,0.558,F8
4.86,5.95,0.72,1.634,M2
6.4,6.12,0.79,0.99,K0
9.88,6.97,1.13,0.512,F6V
7.35,8.87,1.48,1.205,M5III
5.01,6.65,0.78,1.584,M3III
5.18,12.32,0.75,0.043,A2V
6.75,7.5,0.92,1.127,K1II
8.19,6.83,1.07,0.3,A3
8.92,12.57,1.05,0.609,G0V
7.81,10.51,1.04,0.601,F8
7.73,6.03,0.72,0.33,A9IV
6.05,27.51,0.86,0.447,F6V
6.44,31.01,0.87,0.594,G3V
7.1,17.88,0.9,0.5,F5V
5.42,7.86,0.68,1.556,M0III
7.13,5.15,0.85,1.018,K0
9.52,8.15,1.48,0.552,G0
6.87,6.59,0.8,0.106,A2
6.86,15.86,0.89,0.535,F5
9.62,26.64,1.4,1.128,K5V
7.79,4.52,0.89,1.086,K1III
9.98,7.77,1.45,0.64,G2
6.26,8.58,0.67,1.09,K0III
8.51,6.45,1.17,0.446,F3V
6.28,7.03,0.86,0.916,G5III
9.25,15.85,1.35,0.864,K1III
8.97,8.81,1.18,0.523,F5
9.06,6.43,1.25,0.404,F0V
8.09,8.48,1.08,0.375,F0
8.46,20.6,1.06,0.748,G6V
9.07,10.93,1.55,0.68,G3V
8.02,4.4,0.86,0.97,G4III
7.78,17.88,0.97,0.649,G0
11.37,17.58,1.75,1.153,K
9.42,8.96,1.25,0.61,G1V
8.53,9.21,1.07,0.464,F5V
7.95,17.2,0.89,0.691,G5
9.34,22.77,1.5,0.84,G5
8.95,6.39,1.23,0.504,G0
7.78,9.53,0.96,0.556,F8
9.77,8.6,1.55,0.793,G5
8.82,15.28,1.18,0.602,G1V
7.62,13.2,0.93,0.465,F5V
7.0,7.1,0.68,1.06,K2III
6.89,5.2,0.95,1.457,K2
7.9,14.45,1.11,0.494,F5
6.59,5.05,0.81,1.351,K2
7.88,5.85,1.08,1.123,K0
7.83,6.1,0.99,1.024,G6III
8.9,6.94,1.26,0.393,A3
9.1,6.03,1.2,0.638,G3V
7.47,11.67,0.96,0.544,F8
6.15,23.62,0.87,0.388,F2
9.19,8.06,1.33,0.626,G1V
8.24,8.8,0.89,0.883,K0
8.95,8.45,1.23,0.648,G5
8.15,5.98,1.03,1.03,K1III
7.46,14.05,0.9,0.353,F0
9.44,18.62,1.35,0.886,G5
8.41,13.12,0.85,0.618,K0
5.2,17.62,0.86,0.271,A7III
6.52,14.87,0.9,0.453,F5
8.95,6.79,1.27,0.779,G5
8.94,6.56,1.21,1.016,K1III
10.1,25.04,1.9,1.08,K8
8.51,11.77,1.2,0.613,G3V
9.02,6.48,1.24,0.403,F0
7.27,5.29,0.7,0.007,A0
10.68,20.15,1.85,1.066,K2
5.94,4.54,0.76,-0.003,B9III
5.17,18.08,0.9,0.128,A3V
5.67,22.19,0.67,0.367,F2V
8.15,12.28,1.07,0.488,F5V
6.18,7.77,0.72,0.315,F2III
6.6,7.19,0.74,1.141,K1III
7.63,7.85,0.9,0.458,F5
8.56,6.77,1.1,0.198,A0
9.22,29.34,1.18,0.93,K5
7.55,9.86,1.0,0.506,F5V
7.54,6.94,0.79,0.203,A4IV
7.52,9.15,0.95,0.464,F2
10.69,14.69,1.82,0.9,K0
7.74,20.91,1.05,0.652,G0
6.83,8.46,0.74,0.126,A0
9.07,17.5,1.23,0.734,G5
9.09,14.06,1.33,0.617,G2
8.15,7.21,0.71,0.194,A0
7.64,7.14,0.94,0.182,A0
6.18,25.37,0.54,0.883,K0IV
8.12,4.88,0.89,0.477,F8
6.86,7.01,0.91,0.2,A3
9.58,8.28,1.33,0.547,F8
8.51,10.69,1.08,0.553,F7V
6.57,7.97,0.73,1.154,G5
7.71,4.35,0.87,0.14,A0
8.46,11.69,1.57,0.636,G0
8.92,9.19,0.86,0.593,F8V
7.73,4.76,0.86,1.138,K1III
9.54,7.24,1.35,0.36,F2V
8.41,5.86,1.14,0.398,F0V
9.27,16.21,1.36,0.804,K0V
7.37,23.95,0.66,0.504,F8
7.53,4.86,0.88,0.143,A3V
8.1,9.19,1.13,0.354,F0
7.83,6.13,0.98,0.918,G8III
4.76,18.97,0.64,0.018,A0V
6.18,4.55,0.58,-0.1,B6V
5.88,6.98,0.79,1.133,K1III
7.18,13.44,0.83,0.275,A5
7.17,5.08,0.79,1.352,K4III
8.1,15.9,1.03,0.528,F8
8.15,15.36,1.58,0.653,G0
4.36,23.35,0.52,-0.064,B9V
9.38,7.95,1.06,0.456,A
6.89,4.12,0.76,1.267,K0
9.0,11.3,1.26,0.569,F8
7.07,9.86,0.86,0.071,A0
5.59,8.29,0.68,1.163,K2III
7.25,12.27,0.88,0.906,K0
8.28,7.6,1.03,0.281,A3
9.64,13.68,1.38,0.817,K0V
4.74,9.2,1.06,-0.098,B8V
9.37,6.86,1.35,0.521,F6V
7.48,5.28,1.0,1.104,G5
7.9,5.41,0.88,0.964,K0
7.99,9.3,1.0,0.325,F0
9.6,15.71,1.45,0.759,G6
7.22,10.47,0.81,0.535,F5
9.52,6.93,1.25,0.651,G3V
8.82,6.95,1.27,0.383,F2
7.07,5.22,0.91,1.245,K1
8.27,13.78,1.06,0.58,G1V
8.54,21.4,1.86,0.84,K0V
6.74,9.62,0.76,0.191,A5IV
9.65,38.85,1.1,1.367,M0
8.69,10.38,1.08,0.537,F8
7.1,11.36,1.01,0.377,F2
7.32,13.81,1.01,0.391,F3III
9.23,8.69,1.38,0.52,F8
5.69,12.36,0.8,-0.014,B9
6.69,4.96,0.83,-0.006,A1V
10.27,98.74,3.37,1.52,M2
9.36,19.65,1.47,0.928,K2V
6.79,6.01,0.81,1.54,K5
8.49,5.49,1.09,1.107,K1IV
8.66,17.8,1.36,0.65,G5
8.09,6.63,1.13,0.749,G6IV
5.38,12.69,0.72,1.069,K0III
6.72,8.31,0.9,1.176,K0
6.84,7.32,0.91,0.921,G8III
8.9,10.45,1.31,0.735,G5V
8.88,12.16,1.92,0.679,G5
5.07,21.52,0.49,0.038,A0V
8.51,10.6,1.04,0.623,G3
6.26,6.95,1.01,0.965,G8II
8.76,13.63,1.27,0.666,G5V
8.22,5.44,1.0,0.211,A2
8.23,5.53,1.06,0.445,F2
6.9,8.73,0.76,0.508,F6III
7.58,11.3,0.8,0.384,F2
10.27,9.52,1.63,0.78,K0
9.44,11.64,1.33,0.76,G5
8.38,7.7,1.15,0.501,F5
10.94,29.26,2.16,1.311,M0
9.39,7.76,1.44,0.466,G0
5.93,8.68,0.71,1.037,K0III
9.27,5.71,1.0,1.03,K1IV
9.61,7.95,1.51,0.516,F6
8.14,12.44,0.92,0.509,F5
8.88,6.96,1.38,0.491,F7V
7.81,12.29,0.97,0.521,F5
6.41,6.18,0.54,-0.007,A0V
6.11,6.65,0.52,0.265,A7IV
8.76,9.34,1.3,0.606,F8
10.02,17.86,1.63,1.062,G5
9.39,7.85,1.46,0.389,F8
7.18,7.93,0.87,0.338,A3
7.76,16.68,1.62,0.556,F8
7.27,13.56,0.92,0.609,G1V
7.86,7.55,0.97,0.363,F0V
7.86,7.02,0.92,0.315,A3
8.4,11.07,1.06,0.446,F5
5.55,6.56,0.71,1.262,K1III
6.41,27.63,1.06,0.617,F8
8.99,8.44,0.95,0.524,F8
7.42,5.97,0.83,-0.016,A0V
8.06,11.52,0.86,0.487,F8
8.23,10.0,1.05,0.465,F5V
10.11,8.08,1.61,0.705,G0
7.47,5.53,1.04,0.94,G4III
8.58,10.67,1.11,0.512,F5
7.64,8.48,1.09,0.426,F2
9.31,7.41,1.1,0.693,G0
7.78,6.5,0.87,0.4,F2
6.76,7.05,0.91,0.949,G5
7.9,10.9,0.91,0.408,F0
8.55,12.82,1.07,0.57,F8
8.53,10.64,1.04,0.415,F8
6.88,8.21,0.8,0.18,A5IV
6.47,5.77,0.61,-0.049,B9III
6.8,5.71,0.75,1.293,K3III
6.9,24.09,0.88,0.481,F2
5.57,39.03,0.62,0.472,F3IV
7.38,21.2,0.87,0.549,F8
7.02,9.97,1.9,0.732,G0
9.27,9.97,1.9,0.57,G0
7.67,19.32,1.15,0.503,F5
8.07,16.11,0.92,0.517,F7V
7.36,6.18,0.68,0.183,A3
8.18,16.31,0.96,0.504,F8
9.48,26.98,1.61,1.0,K0
9.56,21.78,1.01,1.05,K5V
8.59,5.54,0.75,0.146,A0V
8.92,6.75,1.09,0.37,F2
6.39,8.15,0.86,1.136,K0
8.7,8.96,1.08,0.581,F8
8.97,22.17,1.24,0.827,K0
9.02,10.31,1.32,0.44,F2V
8.02,34.52,1.04,0.87,K0IV
9.56,9.64,1.47,0.61,G3V
8.55,34.04,0.86,0.854,K3V
7.62,6.24,0.98,0.98,G8III
8.76,8.92,1.03,0.391,F0V
8.76,18.13,1.01,0.602,G3V
9.62,5.84,0.98,0.481,F6V
8.31,5.67,0.73,0.291,A2
8.38,14.68,1.11,0.529,F8
8.99,13.22,1.2,0.703,G5
7.37,22.87,1.0,0.602,F8
9.57,10.45,1.14,0.822,G8IV
5.2,47.51,1.15,0.567,F8V
8.02,12.58,1.11,0.46,F5
8.62,11.34,1.07,0.587,G0V
8.81,5.16,0.77,0.411,F2V
10.38,10.82,1.81,0.732,G5
7.64,7.8,1.01,0.203,F0
6.95,8.57,0.75,0.097,A2
7.72,5.72,0.87,0.041,A0
9.5,19.69,1.42,0.831,K0
5.94,17.97,0.74,0.444,F5IV
8.23,7.21,1.13,0.287,A7V
6.04,12.88,0.65,1.001,K0IV
7.45,34.3,0.89,0.726,G8V
9.31,20.78,0.93,0.78,K0
8.62,6.66,1.22,0.403,F0V
5.51,27.61,0.77,0.461,F6V
8.52,13.43,1.26,0.575,G0
9.67,6.27,0.99,0.474,F5V
7.32,10.47,0.82,0.435,F2
8.35,5.93,0.73,0.824,G3
8.37,21.23,1.17,0.648,F8
11.26,23.82,2.4,1.31,G
8.43,12.99,1.01,0.505,F8
6.32,26.59,0.85,0.517,F7V
8.44,6.01,1.09,0.188,A2
9.43,7.19,1.26,0.568,F7
11.21,28.51,2.39,1.392,M
6.91,16.71,0.63,0.368,F2V
6.72,21.19,0.92,0.466,F5
7.96,18.93,1.7,0.672,G2V
6.45,7.03,0.85,1.063,K0III
7.77,19.45,0.96,0.563,F5
8.4,23.21,1.15,0.78,K0V
7.86,9.61,0.88,0.264,A2
6.06,20.12,0.91,0.297,A5
7.88,14.56,1.06,0.447,F3V
5.08,6.45,0.63,-0.098,B7III
9.27,7.87,1.31,0.673,G3V
7.23,5.5,0.99,1.092,K2III
8.49,6.86,1.19,0.38,F0V
8.83,12.35,1.15,0.551,F8V
6.51,4.65,0.75,-0.07,B8III
8.43,6.17,1.08,0.33,A3
7.85,11.95,0.95,0.817,G5
9.51,11.73,1.47,0.595,G2V
8.28,6.13,0.94,0.125,A3
8.39,10.25,0.92,0.469,F5IV
9.08,13.15,2.1,0.705,G5
8.01,7.02,0.78,0.947,G5
8.56,12.33,1.13,0.476,G0
8.04,5.89,0.73,0.206,A7V
6.43,5.05,0.58,1.26,K2
6.79,22.79,0.73,0.639,G0
7.94,9.03,1.29,0.392,F3IV
8.64,18.03,1.23,0.648,G0
7.8,7.65,0.87,0.445,F3IV
8.42,4.48,0.8,0.302,F0
5.14,4.97,0.78,1.587,K5III
7.94,13.78,1.06,0.824,G2V
5.89,3.81,0.71,-0.146,B2
6.72,5.63,0.57,0.394,F2
8.17,15.34,1.1,0.636,G8
4.34,4.97,0.82,-0.123,B5V
9.78,7.65,1.02,0.497,G0
8.16,8.36,1.04,0.605,F8
8.22,6.7,1.13,0.458,F8
8.46,7.25,1.24,0.547,G0
3.69,5.46,0.61,-0.196,B2IV
7.64,4.53,0.84,0.317,F0III
6.18,9.75,0.84,1.17,K2III
8.1,16.59,0.89,0.605,F5
8.07,3.74,0.66,1.236,K1III
7.04,8.26,0.89,0.325,A2
6.4,6.85,0.66,0.995,K0II
8.27,8.82,1.08,0.641,G3V
5.57,64.38,1.4,0.715,K1V
6.99,22.29,0.84,0.723,G8V
7.98,6.02,0.7,0.188,A2
6.85,5.98,0.9,0.021,A0
6.43,5.65,0.85,1.339,K4III
7.95,3.86,0.71,0.974,K0
7.6,8.49,0.84,0.638,G0
8.55,6.54,1.2,0.427,F0V
6.84,6.72,0.79,1.101,K1III
7.93,7.19,1.03,0.464,F5
9.31,7.14,1.25,0.387,F5
8.39,6.48,1.24,0.458,F3IV
9.39,13.01,1.37,0.605,G2
8.48,7.21,1.27,0.469,F5
7.53,20.92,0.97,0.463,F5
8.8,5.85,1.15,0.511,F6V
9.02,4.84,0.92,0.488,F0IV
7.96,7.76,0.84,0.181,A4V
6.64,4.46,0.8,1.301,K2III
7.23,5.61,0.92,0.667,F7IV
7.74,6.38,0.89,1.137,K1III
9.48,14.78,1.55,0.701,G5
7.37,9.56,0.64,0.611,G0V
9.54,12.52,2.48,0.846,G6
9.43,6.64,0.93,0.513,F6V
7.11,24.8,0.6,0.554,F8
10.48,43.4,1.94,1.424,M0
7.43,16.35,0.66,0.482,F5IV
8.37,9.98,0.93,0.524,F5
7.67,7.53,0.93,0.198,A2
8.86,7.43,1.18,0.411,F5
7.41,12.46,0.77,0.496,F6V
8.33,9.72,1.04,0.49,F5
10.07,8.97,1.34,0.647,G2
9.69,9.67,1.46,0.703,G8IV
9.25,9.57,1.38,0.465,F5V
9.21,24.02,1.22,0.846,K0V
4.34,19.34,0.76,0.871,G5III
8.77,14.61,1.04,0.59,G0V
7.11,16.01,0.94,0.423,F3IV
8.55,7.02,0.73,0.347,F0IV
6.87,7.58,0.59,0.114,A1
8.32,6.29,1.06,0.097,A0
9.26,7.5,1.38,0.61,G3V
7.97,8.81,0.91,0.405,F0
7.74,26.42,0.61,0.754,G8V
9.04,16.48,1.19,0.63,G0
8.76,12.73,1.18,0.7,G5
6.43,4.47,0.81,1.482,K4III
9.71,10.81,1.71,0.66,G0
8.77,9.01,1.35,0.0,K
8.31,7.07,1.19,0.584,F7V
11.0,17.84,2.32,1.13,K5
7.77,9.25,1.02,0.231,A5V
6.92,4.14,0.8,1.383,K3III
9.72,11.72,1.47,0.679,G5
8.51,4.99,0.79,0.295,A9V
8.39,7.8,1.1,0.404,A2
6.81,12.5,0.66,0.471,F5IV
7.34,21.79,0.88,0.633,G2V
8.28,7.65,1.15,0.377,F0
9.15,6.97,1.29,0.341,F2
3.27,32.19,0.68,1.268,K3III
5.88,90.03,0.72,0.85,K0V
8.83,14.72,1.07,0.59,G0V
8.61,8.5,1.1,0.46,F8
8.23,9.68,1.66,0.397,F0
8.77,6.72,1.09,0.446,F5
6.81,6.18,0.52,1.26,K5III
7.88,13.27,1.09,0.518,F5
9.36,8.2,1.48,0.724,G5V
7.43,20.14,0.91,0.538,F8
8.68,4.98,0.83,1.205,K2
10.5,30.52,1.79,1.143,K5
6.83,13.82,0.79,0.432,F5
8.12,4.16,0.73,0.936,K0
8.46,8.79,1.14,0.575,F8V
6.38,30.95,0.5,0.551,F6V
6.0,10.75,0.71,1.142,K1III
7.72,7.38,0.77,0.542,F6IV
5.36,7.94,0.79,1.16,F3V
9.27,8.65,1.23,0.465,F2V
6.68,24.12,0.82,0.519,F7V
11.41,43.64,2.59,1.476,M4
6.73,4.95,0.57,1.199,K0
8.5,6.69,0.8,0.447,F3V
8.76,13.44,1.16,0.584,G0V
8.03,7.33,1.21,0.243,A8V
9.1,6.21,1.18,0.553,F8V
11.49,18.91,2.89,1.255,K7
7.58,4.56,0.82,1.086,G5
8.16,16.01,0.93,0.521,F6V
7.04,5.61,0.72,1.122,K0III
7.43,17.02,0.95,0.571,F8
5.89,39.26,0.56,0.564,G1V
7.3,4.79,0.64,0.026,A0
8.24,14.62,0.97,0.677,G0
6.49,6.48,1.01,0.91,G8III
2.24,14.27,0.57,1.17,K0II
8.8,19.11,1.13,0.71,G5V
8.68,17.32,1.19,0.638,G3
8.49,9.5,1.11,0.63,F5
6.14,35.02,0.74,0.718,G3
9.88,9.7,1.3,0.695,G5
6.75,4.87,0.84,0.996,K0III
8.95,7.26,0.95,0.513,F5V
5.9,5.66,0.94,1.091,K0III
9.05,4.72,0.91,0.491,F5V
8.78,23.09,1.37,0.747,G6V
8.34,4.09,0.71,0.246,A5V
9.09,6.81,1.25,0.542,F5
7.02,38.65,1.1,0.62,G0
8.36,11.81,0.99,0.531,F6
7.36,57.9,0.98,0.937,K2V
7.99,4.9,0.93,0.903,G5
7.37,21.91,0.82,0.539,F7V
7.6,17.45,0.88,0.458,F4V
8.96,8.75,1.35,0.531,G0
9.6,9.55,1.55,0.712,G3V
7.05,6.57,0.86,1.05,K1III
7.44,6.53,0.88,0.122,A
5.3,9.47,0.81,0.891,G8III
9.92,20.28,1.77,0.93,K3
6.52,29.99,0.83,0.528,F5
9.36,13.75,0.93,0.64,G3V
6.74,8.73,0.73,0.072,A0
9.61,9.29,0.96,0.558,F8
10.84,22.95,3.02,1.27,K7
4.59,13.19,0.67,0.953,G8III
8.61,5.44,0.77,0.468,F3
10.67,30.07,4.42,1.176,K5
7.67,5.97,0.95,0.976,G5
9.97,13.82,1.13,0.709,G5
11.64,18.85,3.22,1.36,M2
8.42,8.99,1.23,0.377,F0
7.7,9.7,0.94,0.647,G0
9.16,5.85,1.08,0.409,F5IV
6.55,5.73,0.81,1.244,K1
6.95,20.99,0.66,0.579,F8
6.06,7.06,0.77,0.298,A7
7.84,16.94,0.94,0.528,F8
7.64,7.51,0.85,0.495,F5
8.32,7.04,1.07,0.168,A2
5.72,15.29,0.58,0.131,A
8.63,14.53,1.09,0.647,G5
10.99,19.15,2.1,1.27,K7
10.7,18.72,1.86,1.597,K7
7.06,7.14,0.76,0.365,G8II
7.42,4.59,0.77,0.279,A3
7.65,10.33,1.22,0.492,F7III
8.77,14.87,1.19,0.531,F8V
7.03,20.38,1.02,0.452,F5
5.83,6.48,0.58,1.042,G9III
9.48,13.09,1.5,0.735,G6IV
8.39,19.59,1.12,0.677,G5
8.85,10.16,1.12,0.491,F8
8.76,6.27,1.13,0.535,F8
6.78,5.96,0.92,1.348,K3III
10.45,18.33,1.58,1.16,K3
8.15,16.84,1.03,0.543,F7V
9.21,6.73,1.24,0.566,G0V
8.54,8.63,0.97,0.425,F5
7.59,16.16,1.19,0.515,F8V
10.14,9.09,1.75,0.596,G0V
5.38,24.59,0.51,0.515,F6V
7.2,5.4,0.81,0.343,F0
